name,arm,layer,rank,token
Simon,direct,25,15, intrigued
Simon,direct,25,16, cautious
Simon,direct,25,17, trustworthy
Simon,direct,25,18, playful
Simon,direct,25,19, compassionate
Simon,direct,25,20, quirky
Simon,direct,26,1, inquisitive
Simon,direct,26,2, curious
Simon,direct,26,3, thoughtful
Simon,direct,26,4, curiosity
Simon,direct,26,5, likely
Simon,direct,26,6, probably
Simon,direct,26,7, hardworking
Simon,direct,26,8, intrigued
Simon,direct,26,9, observant
Simon,direct,26,10, empathetic
Simon,direct,26,11, resourceful
Simon,direct,26,12, industrious
Simon,direct,26,13, adventurous
Simon,direct,26,14, cautious
Simon,direct,26,15, intelligent
Simon,direct,26,16, personable
Simon,direct,26,17, considerate
Simon,direct,26,18, skeptical
Simon,direct,26,19, mysterious
Simon,direct,26,20, trustworthy
Simon,inferred,13,1,"\""."
Simon,inferred,13,2,".\"""
Simon,inferred,13,3,}.
Simon,inferred,13,4, \...
Simon,inferred,13,5,...\
Simon,inferred,13,6,\...
Simon,inferred,13,7,}...
Simon,inferred,13,8,</strong>
Simon,inferred,13,9,"!""."
Simon,inferred,13,10,!...
Simon,inferred,13,11,"..."","
Simon,inferred,13,12,"..."""
Simon,inferred,13,13,...?
Simon,inferred,13,14,</h1>
Simon,inferred,13,15,?}
Simon,inferred,13,16,!}
Simon,inferred,13,17,...
Simon,inferred,13,18,"\"","
Simon,inferred,13,19,"\"""
Simon,inferred,13,20,",\"""
Simon,inferred,14,1,"\""."
Simon,inferred,14,2, \...
Simon,inferred,14,3,</h1>
Simon,inferred,14,4,".\"""
Simon,inferred,14,5,}...
Simon,inferred,14,6,</strong>
Simon,inferred,14,7,\...
Simon,inferred,14,8,...</
Simon,inferred,14,9,...\
Simon,inferred,14,10, }\
Simon,inferred,14,11,}.
Simon,inferred,14,12, }.
Simon,inferred,14,13,?}
Simon,inferred,14,14,</h2>
Simon,inferred,14,15,:...
Simon,inferred,14,16,.}
Simon,inferred,14,17,...?
Simon,inferred,14,18,}\\
Simon,inferred,14,19,"\"""
Simon,inferred,14,20,}\
Simon,inferred,15,1, \...
Simon,inferred,15,2,"\""."
Simon,inferred,15,3,...\
Simon,inferred,15,4,...?
Simon,inferred,15,5,\...
Simon,inferred,15,6, ...
Simon,inferred,15,7,...
Simon,inferred,15,8,}.
Simon,inferred,15,9,".\"""
Simon,inferred,15,10, [...]
Simon,inferred,15,11,}...
Simon,inferred,15,12, _____
Simon,inferred,15,13, ....
Simon,inferred,15,14,.....
Simon,inferred,15,15,</h1>
Simon,inferred,15,16,....
Simon,inferred,15,17,...</
Simon,inferred,15,18,!...
Simon,inferred,15,19, }.
Simon,inferred,15,20,"..."","
Simon,inferred,16,1,...\
Simon,inferred,16,2,\...
Simon,inferred,16,3, \...
Simon,inferred,16,4,...?
Simon,inferred,16,5,"\""."
Simon,inferred,16,6,...
Simon,inferred,16,7, [...]
Simon,inferred,16,8,.....
Simon,inferred,16,9,....
Simon,inferred,16,10, _____
Simon,inferred,16,11,:...
Simon,inferred,16,12,!...
Simon,inferred,16,13,".\"""
Simon,inferred,16,14, ...
Simon,inferred,16,15,?\
Simon,inferred,16,16,...).
Simon,inferred,16,17, ....
Simon,inferred,16,18, ____________
Simon,inferred,16,19,!\
Simon,inferred,16,20,",..."
Simon,inferred,17,1, because
Simon,inferred,17,2, curiosity
Simon,inferred,17,3, believed
Simon,inferred,17,4,...
Simon,inferred,17,5, [...]
Simon,inferred,17,6, creativity
Simon,inferred,17,7, likely
Simon,inferred,17,8, fascination
Simon,inferred,17,9,!...
Simon,inferred,17,10, playful
Simon,inferred,17,11, ...
Simon,inferred,17,12, probably
Simon,inferred,17,13, comedic
Simon,inferred,17,14, psychology
Simon,inferred,17,15, behavioral
Simon,inferred,17,16, quirky
Simon,inferred,17,17, mindset
Simon,inferred,17,18,...\
Simon,inferred,17,19, cognitive
Simon,inferred,17,20, someone
Simon,inferred,18,1, quirky
Simon,inferred,18,2, likely
Simon,inferred,18,3, curiosity
Simon,inferred,18,4, creativity
Simon,inferred,18,5, fascination
Simon,inferred,18,6, playful
Simon,inferred,18,7, narcissistic
Simon,inferred,18,8, passionate
Simon,inferred,18,9, cognitive
Simon,inferred,18,10, comedic
Simon,inferred,18,11, believed
Simon,inferred,18,12, probably
Simon,inferred,18,13, humorous
Simon,inferred,18,14, behavioral
Simon,inferred,18,15,!...
Simon,inferred,18,16, insightful
Simon,inferred,18,17,...\
Simon,inferred,18,18, idealistic
Simon,inferred,18,19, storytelling
Simon,inferred,18,20, mindset
Simon,inferred,19,1, quirky
Simon,inferred,19,2, playful
Simon,inferred,19,3, curiosity
Simon,inferred,19,4, passionate
Simon,inferred,19,5, insightful
Simon,inferred,19,6, cognitive
Simon,inferred,19,7, fascination
Simon,inferred,19,8, narcissistic
Simon,inferred,19,9, idiosyncratic
Simon,inferred,19,10, idealistic
Simon,inferred,19,11, likely
Simon,inferred,19,12, humorous
Simon,inferred,19,13, paradoxical
Simon,inferred,19,14, fascinating
Simon,inferred,19,15, comedic
Simon,inferred,19,16, curious
Simon,inferred,19,17, charismatic
Simon,inferred,19,18, innovative
Simon,inferred,19,19, creativity
Simon,inferred,19,20, interesting
Simon,inferred,20,1, playful
Simon,inferred,20,2, quirky
Simon,inferred,20,3, inquisitive
Simon,inferred,20,4, passionate
Simon,inferred,20,5, curiosity
Simon,inferred,20,6, curious
Simon,inferred,20,7, adventurous
Simon,inferred,20,8, humorous
Simon,inferred,20,9, idealistic
Simon,inferred,20,10, fascinating
Simon,inferred,20,11, insightful
Simon,inferred,20,12, probably
Simon,inferred,20,13, talented
Simon,inferred,20,14, fascinated
Simon,inferred,20,15, interesting
Simon,inferred,20,16, likely
Simon,inferred,20,17, charismatic
Simon,inferred,20,18, intelligent
Simon,inferred,20,19, knowledgeable
Simon,inferred,20,20, paradoxical
Simon,inferred,21,1, inquisitive
Simon,inferred,21,2, probably
Simon,inferred,21,3, quirky
Simon,inferred,21,4, curiosity
Simon,inferred,21,5, adventurous
Simon,inferred,21,6, playful
Simon,inferred,21,7, someone
Simon,inferred,21,8, curious
Simon,inferred,21,9, likely
Simon,inferred,21,10, passionate
Simon,inferred,21,11, idealistic
Simon,inferred,21,12, fascinating
Simon,inferred,21,13, empathetic
Simon,inferred,21,14, selfless
Simon,inferred,21,15, enigmatic
Simon,inferred,21,16, knowledgeable
Simon,inferred,21,17, arguably
Simon,inferred,21,18, insightful
Simon,inferred,21,19, hardworking
Simon,inferred,21,20, fascinated
Simon,inferred,22,1, inquisitive
Simon,inferred,22,2, quirky
Simon,inferred,22,3, curious
Simon,inferred,22,4, adventurous
Simon,inferred,22,5, curiosity
Simon,inferred,22,6, probably
Simon,inferred,22,7, playful
Simon,inferred,22,8, fascinated
Simon,inferred,22,9, intrigued
Simon,inferred,22,10, impulsive
Simon,inferred,22,11, enigmatic
Simon,inferred,22,12, likely
Simon,inferred,22,13, passionate
Simon,inferred,22,14, mischievous
Simon,inferred,22,15, empathetic
Simon,inferred,22,16, whimsical
Simon,inferred,22,17, resourceful
Simon,inferred,22,18, fascinating
Simon,inferred,22,19, idiosyncratic
Simon,inferred,22,20, intriguing
Simon,inferred,23,1, inquisitive
Simon,inferred,23,2, adventurous
Simon,inferred,23,3, quirky
Simon,inferred,23,4, curious
Simon,inferred,23,5, probably
Simon,inferred,23,6, playful
Simon,inferred,23,7, likely
Simon,inferred,23,8, impulsive
Simon,inferred,23,9, mischievous
Simon,inferred,23,10, curiosity
Simon,inferred,23,11, resourceful
Simon,inferred,23,12, intrigued
Simon,inferred,23,13, fascinated
Simon,inferred,23,14, passionate
Simon,inferred,23,15, empathetic
Simon,inferred,23,16, intriguing
Simon,inferred,23,17, personable
Simon,inferred,23,18, whimsical
Simon,inferred,23,19, enigmatic
Simon,inferred,23,20, knowledgeable
Simon,inferred,24,1, curiosity
Simon,inferred,24,2, curious
Simon,inferred,24,3, inquisitive
Simon,inferred,24,4, intrigued
Simon,inferred,24,5, adventurous
Simon,inferred,24,6, curios
Simon,inferred,24,7, fascinated
Simon,inferred,24,8, intriguing
Simon,inferred,24,9, quirky
Simon,inferred,24,10, Curiosity
Simon,inferred,24,11, fascinating
Simon,inferred,24,12, playful
Simon,inferred,24,13,好奇
Simon,inferred,24,14, mischievous
Simon,inferred,24,15, curioso
Simon,inferred,24,16, interesting
Simon,inferred,24,17, impulsive
Simon,inferred,24,18, enigmatic
Simon,inferred,24,19, Curious
Simon,inferred,24,20, obsessed
Simon,inferred,25,1, inquisitive
Simon,inferred,25,2, curious
Simon,inferred,25,3, curiosity
Simon,inferred,25,4, intrigued
Simon,inferred,25,5, adventurous
Simon,inferred,25,6, curios
Simon,inferred,25,7, fascinated
Simon,inferred,25,8, Curiosity
Simon,inferred,25,9, intriguing
Simon,inferred,25,10, quirky
Simon,inferred,25,11, playful
Simon,inferred,25,12, impulsive
Simon,inferred,25,13, mischievous
Simon,inferred,25,14,好奇
Simon,inferred,25,15, resourceful
Simon,inferred,25,16, fascinating
Simon,inferred,25,17, passionate
Simon,inferred,25,18, curioso
Simon,inferred,25,19, empathetic
Simon,inferred,25,20, thoughtful
Simon,inferred,26,1, curious
Simon,inferred,26,2, inquisitive
Simon,inferred,26,3, curiosity
Simon,inferred,26,4, intrigued
Simon,inferred,26,5, adventurous
Simon,inferred,26,6, curios
Simon,inferred,26,7, fascinated
Simon,inferred,26,8, mischievous
Simon,inferred,26,9, Curiosity
Simon,inferred,26,10, playful
Simon,inferred,26,11, impulsive
Simon,inferred,26,12, quirky
Simon,inferred,26,13, intriguing
Simon,inferred,26,14,好奇
Simon,inferred,26,15, passionate
Simon,inferred,26,16, empathetic
Simon,inferred,26,17, Curious
Simon,inferred,26,18, resourceful
Simon,inferred,26,19, curioso
Simon,inferred,26,20, obsessed
Simon,control,13,1,"\""."
Simon,control,13,2,".\"""
Simon,control,13,3, \...
Simon,control,13,4,...\
Simon,control,13,5,}...
Simon,control,13,6,\...
Simon,control,13,7,}.
Simon,control,13,8,</h1>
Simon,control,13,9,"..."","
Simon,control,13,10,</strong>
Simon,control,13,11,?}
Simon,control,13,12,"..."""
Simon,control,13,13,"\"""
Simon,control,13,14,...</
Simon,control,13,15,",\"""
Simon,control,13,16,...?
Simon,control,13,17,!...
Simon,control,13,18,.}
Simon,control,13,19,?\
Simon,control,13,20,"\"","
Simon,control,14,1,</h1>
Simon,control,14,2,"\""."
Simon,control,14,3, \...
Simon,control,14,4,".\"""
Simon,control,14,5,...\
Simon,control,14,6,}...
Simon,control,14,7,...</
Simon,control,14,8,}.
Simon,control,14,9,</strong>
Simon,control,14,10, }\
Simon,control,14,11,\...
Simon,control,14,12, }.
Simon,control,14,13,?}
Simon,control,14,14,.}
Simon,control,14,15,</h2>
Simon,control,14,16,}\
Simon,control,14,17,}\\
Simon,control,14,18,.}\
Simon,control,14,19,:...
Simon,control,14,20,...?
Simon,control,15,1,"\""."
Simon,control,15,2,...\
Simon,control,15,3,}.
Simon,control,15,4,".\"""
Simon,control,15,5, \...
Simon,control,15,6, ...
Simon,control,15,7,...?
Simon,control,15,8,}...
Simon,control,15,9,...
Simon,control,15,10, _____
Simon,control,15,11,.....
Simon,control,15,12,\...
Simon,control,15,13,</h1>
Simon,control,15,14,....
Simon,control,15,15, ....
Simon,control,15,16,...</
Simon,control,15,17, }.
Simon,control,15,18, ____
Simon,control,15,19,"..."""
Simon,control,15,20,"..."","
Simon,control,16,1,...\
Simon,control,16,2,...?
Simon,control,16,3,"\""."
Simon,control,16,4, \...
Simon,control,16,5,\...
Simon,control,16,6,...
Simon,control,16,7,.....
Simon,control,16,8,....
Simon,control,16,9,!...
Simon,control,16,10, _____
Simon,control,16,11,...).
Simon,control,16,12,"..."","
Simon,control,16,13, ...
Simon,control,16,14,?\
Simon,control,16,15,:...
Simon,control,16,16, ....
Simon,control,16,17,}.
Simon,control,16,18,".\"""
Simon,control,16,19,}...
Simon,control,16,20, ____
Simon,control,17,1, ...
Simon,control,17,2,...
Simon,control,17,3,!...
Simon,control,17,4, because
Simon,control,17,5, [...]
Simon,control,17,6,....
Simon,control,17,7, _____
Simon,control,17,8, ....
Simon,control,17,9,...\
Simon,control,17,10,.....
Simon,control,17,11,...?
Simon,control,17,12, ____________
Simon,control,17,13, ____
Simon,control,17,14, probably
Simon,control,17,15, believed
Simon,control,17,16, likely
Simon,control,17,17, .....
Simon,control,17,18, ______
Simon,control,17,19,:...
Simon,control,17,20, jokes
Simon,control,18,1, because
Simon,control,18,2,...\
Simon,control,18,3,...
Simon,control,18,4,!...
Simon,control,18,5, ...
Simon,control,18,6, likely
Simon,control,18,7, probably
Simon,control,18,8, [...]
Simon,control,18,9, believed
Simon,control,18,10, humans
Simon,control,18,11,....
Simon,control,18,12,:...
Simon,control,18,13,\...
Simon,control,18,14, ....
Simon,control,18,15, jokes
Simon,control,18,16, someone
Simon,control,18,17, _____
Simon,control,18,18, funny
Simon,control,18,19, metaphorical
Simon,control,18,20, sarcasm
Simon,control,19,1, likely
Simon,control,19,2, probably
Simon,control,19,3, hardworking
Simon,control,19,4, his
Simon,control,19,5,...
Simon,control,19,6,...\
Simon,control,19,7, someone
Simon,control,19,8, talented
Simon,control,19,9, portrayed
Simon,control,19,10, believed
Simon,control,19,11, because
Simon,control,19,12, ...
Simon,control,19,13, himself
Simon,control,19,14, cognitive
Simon,control,19,15, ____
Simon,control,19,16, depicted
Simon,control,19,17, _____
Simon,control,19,18, believable
Simon,control,19,19, humans
Simon,control,19,20, described
Simon,control,20,1, hardworking
Simon,control,20,2, probably
Simon,control,20,3, likely
Simon,control,20,4, talented
Simon,control,20,5, someone
Simon,control,20,6, ____
Simon,control,20,7, believable
Simon,control,20,8, portrayed
Simon,control,20,9, _____
Simon,control,20,10, intelligent
Simon,control,20,11, __
Simon,control,20,12, humble
Simon,control,20,13, trustworthy
Simon,control,20,14, good
Simon,control,20,15, ______
Simon,control,20,16, knowledgeable
Simon,control,20,17, quiet
Simon,control,20,18, grumpy
Simon,control,20,19, described
Simon,control,20,20, ____________
Simon,control,21,1, hardworking
Simon,control,21,2, probably
Simon,control,21,3, someone
Simon,control,21,4, likely
Simon,control,21,5, ____
Simon,control,21,6, selfless
Simon,control,21,7, somebody
Simon,control,21,8, trustworthy
Simon,control,21,9, believable
Simon,control,21,10, industrious
Simon,control,21,11, _____
Simon,control,21,12, talented
Simon,control,21,13, kindness
Simon,control,21,14, humble
Simon,control,21,15, quiet
Simon,control,21,16, ______
Simon,control,21,17, knowledgeable
Simon,control,21,18, typically
Simon,control,21,19, empathetic
Simon,control,21,20, admirable
Simon,control,22,1, hardworking
Simon,control,22,2, probably
Simon,control,22,3, likely
Simon,control,22,4, industrious
Simon,control,22,5, someone
Simon,control,22,6, empathetic
Simon,control,22,7, trustworthy
Simon,control,22,8, knowledgeable
Simon,control,22,9, selfless
Simon,control,22,10, typically
Simon,control,22,11, portrayed
Simon,control,22,12, believable
Simon,control,22,13, humble
Simon,control,22,14, straightforward
Simon,control,22,15, basically
Simon,control,22,16, intelligent
Simon,control,22,17, honest
Simon,control,22,18, described
Simon,control,22,19, arguably
Simon,control,22,20, talented
Simon,control,23,1, hardworking
Simon,control,23,2, likely
Simon,control,23,3, probably
Simon,control,23,4, described
Simon,control,23,5, trustworthy
Simon,control,23,6, industrious
Simon,control,23,7, knowledgeable
Simon,control,23,8, portrayed
Simon,control,23,9, personable
Simon,control,23,10, characterized
Simon,control,23,11, resourceful
Simon,control,23,12, believable
Simon,control,23,13, empathetic
Simon,control,23,14, someone
Simon,control,23,15, honest
Simon,control,23,16, depicted
Simon,control,23,17, inquisitive
Simon,control,23,18, selfless
Simon,control,23,19, pragmatic
Simon,control,23,20, dependable
Simon,control,24,1, hardworking
Simon,control,24,2, trustworthy
Simon,control,24,3, likely
Simon,control,24,4, probably
Simon,control,24,5, industrious
Simon,control,24,6, described
Simon,control,24,7, reliable
Simon,control,24,8, dependable
Simon,control,24,9, honest
Simon,control,24,10, selfless
Simon,control,24,11, believable
Simon,control,24,12, diligent
Simon,control,24,13, pragmatic
Simon,control,24,14, thoughtful
Simon,control,24,15, empathetic
Simon,control,24,16, meticulous
Simon,control,24,17, portrayed
Simon,control,24,18, helpful
Simon,control,24,19, knowledgeable
Simon,control,24,20, characterized
Simon,control,25,1, hardworking
Simon,control,25,2, trustworthy
Simon,control,25,3, likely
Simon,control,25,4, industrious
Simon,control,25,5, probably
Simon,control,25,6, empathetic
Simon,control,25,7, diligent
Simon,control,25,8, thoughtful
Simon,control,25,9, honest
Simon,control,25,10, selfless
Simon,control,25,11, described
Simon,control,25,12, reliable
Simon,control,25,13, dependable
Simon,control,25,14, resourceful
Simon,control,25,15, meticulous
Simon,control,25,16, knowledgeable
Simon,control,25,17, personable
Simon,control,25,18, cautious
Simon,control,25,19, pragmatic
Simon,control,25,20, cheerful
Simon,control,26,1, hardworking
Simon,control,26,2, likely
Simon,control,26,3, trustworthy
Simon,control,26,4, probably
Simon,control,26,5, empathetic
Simon,control,26,6, industrious
Simon,control,26,7, diligent
Simon,control,26,8, honest
Simon,control,26,9, thoughtful
Simon,control,26,10, knowledgeable
Simon,control,26,11, dependable
Simon,control,26,12, reliable
Simon,control,26,13, selfless
Simon,control,26,14, described
Simon,control,26,15, resourceful
Simon,control,26,16, cautious
Simon,control,26,17, cheerful
Simon,control,26,18, meticulous
Simon,control,26,19, personable
Simon,control,26,20, polite
Priya,direct,13,1,"\""."
Priya,direct,13,2,".\"""
Priya,direct,13,3,?}
Priya,direct,13,4,...\
Priya,direct,13,5,?\
Priya,direct,13,6, \...
Priya,direct,13,7,"!""."
Priya,direct,13,8,"?""."
Priya,direct,13,9,...?
Priya,direct,13,10,}.
Priya,direct,13,11,}...
Priya,direct,13,12,!\
Priya,direct,13,13,!...
Priya,direct,13,14,!}
Priya,direct,13,15,\...
Priya,direct,13,16,"..."","
Priya,direct,13,17,</strong>
Priya,direct,13,18,",\"""
Priya,direct,13,19,...\...\
Priya,direct,13,20," \"""
Priya,direct,14,1,"\""."
Priya,direct,14,2,".\"""
Priya,direct,14,3,?\
Priya,direct,14,4,?}
Priya,direct,14,5,!\
Priya,direct,14,6,}.
Priya,direct,14,7,...\
Priya,direct,14,8, Lucy
Priya,direct,14,9,"!""."
Priya,direct,14,10,"?""."
Priya,direct,14,11, Rosa
Priya,direct,14,12, pigs
Priya,direct,14,13, children
Priya,direct,14,14,...?
Priya,direct,14,15, Fy
Priya,direct,14,16,!}
Priya,direct,14,17,?\\
Priya,direct,14,18,",\"""
Priya,direct,14,19,"\"","
Priya,direct,14,20, clown
Priya,direct,15,1, because
Priya,direct,15,2,?\
Priya,direct,15,3,"\""."
Priya,direct,15,4, people
Priya,direct,15,5,}.
Priya,direct,15,6,"?""."
Priya,direct,15,7,...?
Priya,direct,15,8, why
Priya,direct,15,9,?}
Priya,direct,15,10,".\"""
Priya,direct,15,11, _____
Priya,direct,15,12, ____
Priya,direct,15,13, believed
Priya,direct,15,14,!\
Priya,direct,15,15, sadness
Priya,direct,15,16, humans
Priya,direct,15,17, famous
Priya,direct,15,18, jokes
Priya,direct,15,19, indeed
Priya,direct,15,20, funny
Priya,direct,16,1,?\
Priya,direct,16,2, _____
Priya,direct,16,3, because
Priya,direct,16,4,...?
Priya,direct,16,5, ____
Priya,direct,16,6, ______
Priya,direct,16,7,...\
Priya,direct,16,8, ____________
Priya,direct,16,9, ________
Priya,direct,16,10, _______
Priya,direct,16,11,!\
Priya,direct,16,12, __
Priya,direct,16,13, people
Priya,direct,16,14, ___
Priya,direct,16,15, __________
Priya,direct,16,16,.....
Priya,direct,16,17,?!?!
Priya,direct,16,18,....
Priya,direct,16,19, humans
Priya,direct,16,20,?}
Priya,direct,17,1, because
Priya,direct,17,2, people
Priya,direct,17,3, someone
Priya,direct,17,4, happiness
Priya,direct,17,5, probably
Priya,direct,17,6, humans
Priya,direct,17,7, kindness
Priya,direct,17,8, good
Priya,direct,17,9, likely
Priya,direct,17,10, believed
Priya,direct,17,11, somebody
Priya,direct,17,12, human
Priya,direct,17,13, something
Priya,direct,17,14, being
Priya,direct,17,15, humility
Priya,direct,17,16, thought
Priya,direct,17,17, indeed
Priya,direct,17,18, _____
Priya,direct,17,19, she
Priya,direct,17,20, woman
Priya,direct,18,1, because
Priya,direct,18,2, someone
Priya,direct,18,3, people
Priya,direct,18,4, humans
Priya,direct,18,5, probably
Priya,direct,18,6, likely
Priya,direct,18,7, happiness
Priya,direct,18,8, good
Priya,direct,18,9, somebody
Priya,direct,18,10, kindness
Priya,direct,18,11, human
Priya,direct,18,12, hardworking
Priya,direct,18,13, talented
Priya,direct,18,14, something
Priya,direct,18,15, humility
Priya,direct,18,16, believed
Priya,direct,18,17, believable
Priya,direct,18,18, thoughtful
Priya,direct,18,19, trustworthy
Priya,direct,18,20, woman
Priya,direct,19,1, someone
Priya,direct,19,2, probably
Priya,direct,19,3, she
Priya,direct,19,4, people
Priya,direct,19,5, likely
Priya,direct,19,6, because
Priya,direct,19,7, her
Priya,direct,19,8, hardworking
Priya,direct,19,9, good
Priya,direct,19,10, somebody
Priya,direct,19,11, woman
Priya,direct,19,12, talented
Priya,direct,19,13, humans
Priya,direct,19,14, herself
Priya,direct,19,15, kindness
Priya,direct,19,16, happiness
Priya,direct,19,17, thoughtful
Priya,direct,19,18, interesting
Priya,direct,19,19, female
Priya,direct,19,20, intelligent
Priya,direct,20,1, someone
Priya,direct,20,2, hardworking
Priya,direct,20,3, kindness
Priya,direct,20,4, talented
Priya,direct,20,5, good
Priya,direct,20,6, trustworthy
Priya,direct,20,7, people
Priya,direct,20,8, somebody
Priya,direct,20,9, gentle
Priya,direct,20,10, probably
Priya,direct,20,11, thoughtful
Priya,direct,20,12, ____
Priya,direct,20,13, intelligent
Priya,direct,20,14, woman
Priya,direct,20,15, personable
Priya,direct,20,16, beautiful
Priya,direct,20,17, likely
Priya,direct,20,18, believable
Priya,direct,20,19, knowledgeable
Priya,direct,20,20, humans
Priya,direct,21,1, someone
Priya,direct,21,2, hardworking
Priya,direct,21,3, probably
Priya,direct,21,4, kindness
Priya,direct,21,5, trustworthy
Priya,direct,21,6, thoughtful
Priya,direct,21,7, somebody
Priya,direct,21,8, selfless
Priya,direct,21,9, likely
Priya,direct,21,10, talented
Priya,direct,21,11, personable
Priya,direct,21,12, good
Priya,direct,21,13, intelligent
Priya,direct,21,14, gentle
Priya,direct,21,15, knowledgeable
Priya,direct,21,16, helpful
Priya,direct,21,17, calm
Priya,direct,21,18, admirable
Priya,direct,21,19, compassionate
Priya,direct,21,20, empathetic
Priya,direct,22,1, hardworking
Priya,direct,22,2, probably
Priya,direct,22,3, someone
Priya,direct,22,4, likely
Priya,direct,22,5, trustworthy
Priya,direct,22,6, thoughtful
Priya,direct,22,7, personable
Priya,direct,22,8, kindness
Priya,direct,22,9, selfless
Priya,direct,22,10, empathetic
Priya,direct,22,11, talented
Priya,direct,22,12, knowledgeable
Priya,direct,22,13, intelligent
Priya,direct,22,14, helpful
Priya,direct,22,15, considerate
Priya,direct,22,16, compassionate
Priya,direct,22,17, industrious
Priya,direct,22,18, dependable
Priya,direct,22,19, good
Priya,direct,22,20, admirable
Priya,direct,23,1, hardworking
Priya,direct,23,2, personable
Priya,direct,23,3, trustworthy
Priya,direct,23,4, probably
Priya,direct,23,5, empathetic
Priya,direct,23,6, likely
Priya,direct,23,7, someone
Priya,direct,23,8, thoughtful
Priya,direct,23,9, described
Priya,direct,23,10, selfless
Priya,direct,23,11, compassionate
Priya,direct,23,12, kindness
Priya,direct,23,13, industrious
Priya,direct,23,14, polite
Priya,direct,23,15, talented
Priya,direct,23,16, knowledgeable
Priya,direct,23,17, considerate
Priya,direct,23,18, helpful
Priya,direct,23,19, courteous
Priya,direct,23,20, intelligent
Priya,direct,24,1, hardworking
Priya,direct,24,2, personable
Priya,direct,24,3, empathetic
Priya,direct,24,4, trustworthy
Priya,direct,24,5, compassionate
Priya,direct,24,6, kindness
Priya,direct,24,7, thoughtful
Priya,direct,24,8, polite
Priya,direct,24,9, courteous
Priya,direct,24,10, probably
Priya,direct,24,11, selfless
Priya,direct,24,12, helpful
Priya,direct,24,13, considerate
Priya,direct,24,14, gentle
Priya,direct,24,15, likely
Priya,direct,24,16, friendly
Priya,direct,24,17, cheerful
Priya,direct,24,18, described
Priya,direct,24,19, amiable
Priya,direct,24,20, reliable
Priya,direct,25,1, compassionate
Priya,direct,25,2, empathetic
Priya,direct,25,3, personable
Priya,direct,25,4, thoughtful
Priya,direct,25,5, considerate
Priya,direct,25,6, hardworking
Priya,direct,25,7, courteous
Priya,direct,25,8, kindness
Priya,direct,25,9, trustworthy
Priya,direct,25,10, polite
Priya,direct,25,11, helpful
Priya,direct,25,12, selfless
Priya,direct,25,13, gentle
Priya,direct,25,14, friendly
Priya,direct,25,15, probably
Priya,direct,25,16, likely
Priya,direct,25,17, cheerful
Priya,direct,25,18, hospitable
Priya,direct,25,19, amiable
Priya,direct,25,20, industrious
Priya,direct,26,1, empathetic
Priya,direct,26,2, compassionate
Priya,direct,26,3, considerate
Priya,direct,26,4, courteous
Priya,direct,26,5, personable
Priya,direct,26,6, thoughtful
Priya,direct,26,7, polite
Priya,direct,26,8, hardworking
Priya,direct,26,9, trustworthy
Priya,direct,26,10, gentle
Priya,direct,26,11, kindness
Priya,direct,26,12, helpful
Priya,direct,26,13, friendly
Priya,direct,26,14, probably
Priya,direct,26,15, selfless
Priya,direct,26,16, likely
Priya,direct,26,17, cheerful
Priya,direct,26,18, patient
Priya,direct,26,19, respectful
Priya,direct,26,20, hospitable
Priya,inferred,13,1,"\""."
Priya,inferred,13,2,</strong>
Priya,inferred,13,3,".\"""
Priya,inferred,13,4,</h1>
Priya,inferred,13,5,}.
Priya,inferred,13,6,}...
Priya,inferred,13,7,"!""."
Priya,inferred,13,8,?}
Priya,inferred,13,9,.**
Priya,inferred,13,10,...\
Priya,inferred,13,11,!}
Priya,inferred,13,12,**.
Priya,inferred,13,13,"..."","
Priya,inferred,13,14, \...
Priya,inferred,13,15,.}\
Priya,inferred,13,16,.}
Priya,inferred,13,17,!...
Priya,inferred,13,18,"..."""
Priya,inferred,13,19,...?
Priya,inferred,13,20,"?""."
Priya,inferred,14,1,"\""."
Priya,inferred,14,2,</strong>
Priya,inferred,14,3,".\"""
Priya,inferred,14,4,}.
Priya,inferred,14,5,</h1>
Priya,inferred,14,6,}...
Priya,inferred,14,7,.}\
Priya,inferred,14,8, }.
Priya,inferred,14,9,.}
Priya,inferred,14,10,...\
Priya,inferred,14,11,!}
Priya,inferred,14,12,.**
Priya,inferred,14,13,</h2>
Priya,inferred,14,14,**.
Priya,inferred,14,15,?}
Priya,inferred,14,16, }\
Priya,inferred,14,17,...</
Priya,inferred,14,18,}\
Priya,inferred,14,19,!\
Priya,inferred,14,20,!...
Priya,inferred,15,1,"\""."
Priya,inferred,15,2,}.
Priya,inferred,15,3, trying
Priya,inferred,15,4, believed
Priya,inferred,15,5, because
Priya,inferred,15,6, famous
Priya,inferred,15,7, why
Priya,inferred,15,8,".\"""
Priya,inferred,15,9, people
Priya,inferred,15,10, emotional
Priya,inferred,15,11, indeed
Priya,inferred,15,12, _____
Priya,inferred,15,13, famously
Priya,inferred,15,14, }.
Priya,inferred,15,15,.**
Priya,inferred,15,16, woman
Priya,inferred,15,17, women
Priya,inferred,15,18,!.
Priya,inferred,15,19, ironic
Priya,inferred,15,20,**.
Priya,inferred,16,1, because
Priya,inferred,16,2,"\""."
Priya,inferred,16,3,**.
Priya,inferred,16,4,.**
Priya,inferred,16,5,}.
Priya,inferred,16,6, _____
Priya,inferred,16,7, likely
Priya,inferred,16,8, believed
Priya,inferred,16,9, ____
Priya,inferred,16,10,.....
